,author,record_count,record_enumerated,viaf_title_list,birthdate,title_list
52,['Nicole Jerr'],5,4,[],0,"Strauss, Jonathan.Private Lives, Public Deaths: Antigone and the Invention of Individuality. New York: Fordham University Press, 2013. $90.00 (cloth); $24.00 (paper). 216 pp."
53,['Martin Kallich'],1,0,"['The American Revolution through British eyes', 'The association of ideas and critical theory in eighteenth-century England : a history of a psychological method in English criticism', 'Conjecturae quaedam de sensu, motu, & idearum generatione', ""Heav'n's first law : rhetoric and order in Pope's Essay on man"", 'Horace Walpole, 1971:', 'A letter from a clergyman to his friend, with an account of the Travels of Captain Lemuel Gulliver', ""The other end of the egg : religious satire in Gulliver's travels"", 'The psychological milieu of Lytton Strachey,..', 'Various conjectures on the perception, motion, and generation of ideas / David Hartley. - Los Angeles, 1959.']",1918-01-19,"The association of ideas and critical theory : Hobbes, Locke, and Addison : a portion of the association of ideas and critical theory in XVIII-century England : a history of a psychological method in English criticism"
54,['PETER W. GRAHAM'],4,0,"['Articulating the elephant man : Joseph Merrick and his interpreters', 'Brev', ""Byron's bulldog, 1984:"", ""Darwin's sciences : how Charles Darwin voyaged from rocks to worms in his search for facts to explain how the earth, its geological features, and its inhabitants evolved"", 'Disorderly eaters : texts in self-empowerment', 'Don Juan and Regency England', 'Essays on Byron in honour of Dr Peter Cochran : breaking the mould', 'Jane Austen & Charles Darwin : naturalists and novelists', 'Lord Byron', 'The portable Darwin', 'Psychiatry and literature, 1985', 'Works.']",1951-02-11,"Falling for the Crawfords: Character, Contingency, and Narrative"
55,['PETER W. GRAHAM'],4,1,"['Constraints on bosonic dark matter from ultralow-field nuclear magnetic resonance', 'Cosmological Relaxation of the Electroweak Scale.', 'Hunt for magnetic signatures of hidden-photon and axion dark matter in the wilderness, 2023:', 'Limits on large extra dimensions based on observations of neutron stars with the Fermi-LAT', 'Searching for dark clumps with gravitational-wave detectors', 'Testing general relativity with atom interferometry']",1980,"Falling for the Crawfords: Character, Contingency, and Narrative"
56,['PETER W. GRAHAM'],4,2,"['How to make money on the stock exchange, 1969:']",0,"Falling for the Crawfords: Character, Contingency, and Narrative"
57,['PETER W. GRAHAM'],4,3,['Transport licensing authority'],0,"Falling for the Crawfords: Character, Contingency, and Narrative"
58,['Andrew Nicholson'],10,0,"['Art and life, 1920-1931', 'Bonnie Scotland', 'Capari and Pomegranate', 'Chefchaouen, Morocco', 'Christmas Cacti', 'Cockley Moor, Cumbria', 'Croagh Patrick', 'Crystals', 'Cumberland Hills', ""Cumberland Landscape (Boothby) (also known as 'Field and Elm')"", 'Daffodils and Hyacinths in a Norman Window', 'Dawn on the Loire', 'Day and Night, Paris', 'Easter Monday', 'Estuary', 'Evening at Boothby', 'Fireside', 'Flodigarry Island, Skye (recto)', 'Flower Piece', 'Flower tales', 'Flowers at a Window', 'Glimpse Upon Waking', 'Grape Hyacinth and Angels Tears', 'Hallbankgate (recto)', 'Harebells near Housesteads Camp', 'Hedgerow Flowers in a Jug', 'Honeysuckle and Sweetpeas', 'The Hunter’s Moon', 'Influence and originality : landscapes c1920 to c1950', 'Janet and Jacob', 'Kate and Jake, Isle of Wight', ""Kate's flowers"", ""Kathleen's Bunch II"", ""L'Aloue (verso)"", 'Landscape with Sheep', 'Moonlight and Lamplight', 'Moonshine', 'Mount Zara', 'Music of colour', 'Narcissi in Grey Pot', 'On the Road to Port Ligat', 'Passion Flower and Hibiscus', 'Pill Creek', 'Portrait of a Lady (possibly Mary Seymour) (verso)', 'Portrait of Christopher Nicholson', 'Primulas', 'Quarante Huit Quai d’Auteuil', 'Recollect', 'René’s Room', 'Rhododendrons, Eigg', 'Road along the Roman Wall', 'Sam Graves (d.1924)', 'Sandpipers, Alnmouth', 'Seascape (Sea and Sand)', 'Seascape with Two Boats', 'Sketch of a Domed Building (verso)', 'Sound of Rhum from Bay of Laig, Isle of Eigg', 'St Ives Harbour', 'Still Life by a Window', 'Still Life with Flowers (verso)', 'Summer', 'Swans, Keel Lough, Donegal', 'Trees and Bluebells in a Hilly Landscape* (verso)', 'Unknown colour', 'View from a Window Ledge', 'View through a Window with Blue Curtains and a Chair', 'Violas in a Window', 'White Iris', 'Window-Sill, Lugano', 'Winifred Nicholson', 'Winter, Banks Head (recto)', 'Woman Playing the Piano']",1893-12-21,Byron's Don Juan@@@Byron and the Eye of Appetite
59,['Andrew Nicholson'],10,1,"['Beppo', 'complete miscellaneous prose', 'Correspondence.', 'Don Juan.', 'Don Juan, cantos X, XI, XII, and XVII manuscript : a facsimile of the original draft manuscripts in the University of London Library', 'letters of John Murray to Lord Byron', 'Mahler companion', 'Oeuvres choisies', 'OEuvres en prose', 'Poems', 'Poems 1807-1824 and Beppo : a facsimile of the original manuscripts in the British Library and in the Pforzheimer Collection of the New York Public Library', 'The talk show story by Michael Parkinson', 'Unknown colour : paintings, letters, writings by Winifred Nicholson', 'William Nicholson, painter paintings, woodcuts, writings, photographs', 'Works.']",1948-02-27,Byron's Don Juan@@@Byron and the Eye of Appetite
60,['Andrew Nicholson'],10,2,"['Pathology of the lungs', 'Tumors of the lower respiratory tract', 'Tumors of the serosal membranes', 'WHO classification of tumours of the lung, pleura, thymus and heart']",0,Byron's Don Juan@@@Byron and the Eye of Appetite
61,['Andrew Nicholson'],10,3,"['Indian gods, heroes, and mythology', ""Lord Śiva's song : the Īśvara Gītā"", 'Purāṇa', 'Unifying Hinduism : philosophy and identity in Indian intellectual history', 'ईश्वरगीता']",1971-12-02,Byron's Don Juan@@@Byron and the Eye of Appetite
62,['Andrew Nicholson'],10,4,"['Cost benefit studies that support tackling musculoskeletal disorders, 2006:', 'A guide to manual materials handling', 'Health, safety, and ergonomics', 'Richtlijnen voor het manueel verplaatsen van lasten']",1953,Byron's Don Juan@@@Byron and the Eye of Appetite
63,['Andrew Nicholson'],10,5,"['Kiwi magic, c1998:']",1961-08-01,Byron's Don Juan@@@Byron and the Eye of Appetite
64,['Andrew Nicholson'],10,6,"['Integral bridges. -', 'Simple bridge design using prestressed beams, 1997:']",1961-03-22,Byron's Don Juan@@@Byron and the Eye of Appetite
65,['Andrew Nicholson'],10,7,"['Flute concerto (1926)', 'Konserter (1926)', 'Symphony no. 5']",0,Byron's Don Juan@@@Byron and the Eye of Appetite
66,['Andrew Nicholson'],10,8,['Mitochondrial DNA mutations and respiratory chain dysfunction in idiopathic and connective tissue disease-related lung fibrosis'],0,Byron's Don Juan@@@Byron and the Eye of Appetite
67,['Andrew Nicholson'],10,9,"['Rupture of the vaginal wall with protrusion of small intestine in a woman of 63 years of age, 1907:']",1866-03-26,Byron's Don Juan@@@Byron and the Eye of Appetite
68,['Ruth Chester'],2,0,['Ginling College'],0,
69,['Ruth Chester'],2,1,"['Book: Purgatorio, 2016:']",0,
70,['Audrey Jaffe'],1,0,"['affective life of the average man the Victorian novel and the stock-market graph', 'From Political Economy to Economics through Nineteenth-Century Literature Reclaiming the Social', 'Realism in retrospect', 'Scenes of sympathy identity and representation in Victorian fiction', 'Vanishing points Dickens, narrative, and the subject of omniscience', 'Victorian novel dreams of the real conventions and ideology']",1957,Spectacular Sympathy: Visuality and Ideology in Dickens's A Christmas Carol
71,['J. C. Lyons'],7,0,"['14 nocy', 'Beacon Falls mysteries', 'Black sheep', 'Blind faith', 'Blink of an eye, c2006:', 'Blood stained', 'Broken', 'The color of lies', 'Confiance aveugle', 'Critical condition', 'Czternaście nocy : powieść zespołowa : literacki projekt Authors Guild of America', 'Fight dirty', 'Fourteen days : a collaborative novel', 'Hart und Drake', 'Hollow bones', 'Hot water : a novel', 'Kill zone', 'Kritický stav', 'Lifelines', 'Nerves of steel', 'Next widow', 'ombres du passé', 'Perfekter Hass Roman', 'Podezřelé úmrtí', 'racines du sacrifice', 'Rock Bottom', 'Schlangenblut Thriller', 'Schweig still, mein totes Herz Roman', 'Snake skin', 'Süßes Gift Roman', 'Tot ist nur, wer vergessen ist : Roman ; [Thriller]', 'Toucher le fond', 'Urgent care', 'Urgentní péče', 'Varovné příznaky', 'Warning signs', 'Watched', 'Wdowa / CJ Lyons. - Poznań, 2021.', 'Wenn der Tod mit süßen Armen dich umfängt Roman ; [Thriller]', 'Ziende blind', 'Zone des Todes ein Lucy-Guardino-Thriller', 'Zwarte schapen : ze heeft hulp nodig. nu meteen...']",1964-01-03,A Neglected Manuscript: Guillaume Colletet's Essay on Maurice Scève
72,['J. C. Lyons'],7,1,"[""A century of orchidaceous plants selected from Curtis's botanical magazine"", 'John Lyons and his orchid manual, 1983:', 'Praktische Anweisung zur Cultur der tropischen Orchideen', 'Remarks on the management of orchidaceous plants']",1792,A Neglected Manuscript: Guillaume Colletet's Essay on Maurice Scève
73,['J. C. Lyons'],7,2,"['Brief French review grammar and composition', 'Eight French classic plays', ""A neglected manuscript, Guillaume Colletet' essay on Maurice Scève / John Corriden Lyons"", 'Reading French, 1942:', 'The Works of Guillaume De Salluste Sieur Du Bartas.']",1901,A Neglected Manuscript: Guillaume Colletet's Essay on Maurice Scève
74,['J. C. Lyons'],7,3,"['A history of the Hawaiian government survey with notes on land matters in Hawaii', 'Makua Laiana, 1953:']",1833,A Neglected Manuscript: Guillaume Colletet's Essay on Maurice Scève
75,['J. C. Lyons'],7,4,"['Hawaiian Government Survey; W. D. Alexander, Surveyor General, Oahu, Hawaiian Islands; map by C. J. Lyons, from trigonometic surveys by W. D. Alexander, C. J. Lyons, J. F. Brown, M. D. Monsarrat and Wm. Webster, finished map by Richd. Covington.', 'Hollow bones', 'Life lines', 'Pearl Lochs and Puuloa Entrance, Ewa, Oahu', 'Preliminary sketch showing the coast line of the Pearl Lochs, Oahu, Hawaiian Islands']",0,A Neglected Manuscript: Guillaume Colletet's Essay on Maurice Scève
76,['J. C. Lyons'],7,5,['Linija života'],0,A Neglected Manuscript: Guillaume Colletet's Essay on Maurice Scève
77,['J. C. Lyons'],7,6,[],0,A Neglected Manuscript: Guillaume Colletet's Essay on Maurice Scève
78, marianna de marco torgovnick,1,0,"['America dreams American movies : film, culture, and the popular imagination', 'Closure in the novel', 'Crossing back, 2021:', 'Crossing Ocean Parkway, c1994:', 'Eloquent obsessions : writing cultural criticism', 'Gone primitive savage intellects, modern lives', 'Paixões primitivas : homens, mulheres e a busca do êxtase', 'Primitive passions men, women, and the quest for ecstasy', 'Visual arts, pictorialism and the novel James, Lawrence, and Woolf', 'war complex World War II in our time']",1949-08-31,Defining Interdisciplinarity
79,['Marsha Siefert'],2,0,"['Extending the borders of Russian history : essays in honor of Alfred J. Rieber', 'Forced migration in Central and Eastern Europe 1939-1950', 'The formation of the Great Russian state : a study of Russian history in the thirteenth to fifteenth centuries', 'Imperial Russian project autocratic politics, economic development, and social fragmentation', ""Kurs russkoi istorii. Chast' 3"", 'Merchants and entrepreneurs in Imperial Russia', 'Obrazovanie Velikorusskogo gosudarstva.', 'Perestroïka at the crossroads', 'The politics of autocracy; letters of Alexander II to Prince A. I. Bari︠a︡tinskiĭ, 1857-1864.', 'Pri dvore dvuh imperatorov : vospominaniâ, dnevnik 1853-1882', 'Salami tactics revisited : the Hungarian Communists on the road to power', 'Stalin and the French Communist Party, 1941-1947', 'Stalin and the struggle for supremacy in Eurasia', 'Stalin as warlord', 'Storms over the Balkans during the Second World War', 'Struggle for the Eurasian borderlands from the rise of early modern empires to the end of the First World War', 'A study of the USSR and communism.', 'To kill a tsar, 2010:', 'Zhdanov in Finland', 'Образование Великорусского государства.', 'При дворе двух императоров : воспоминания-дневник 1853-1882']",1931-10-01,
80,['Marsha Siefert'],2,1,"['Extending the borders of Russian history essays in honor of Alfred J. Rieber', 'The Information gap : how computers and other new communication technologies affect the social distribution of power', 'Labor in state-socialist Europe, 1945-1989 contributions to a history of work', 'Mass culture and perestroika in the Soviet Union', 'World communications  : a handbook']",1949,
81,['GREG CARR'],3,0,"[""Marvel's Black panther : a comic book biography, from Stan Lee to Ta-Nehisi Coates""]",0,"Translation, Recovery, and “Ethnic” Archives of Africana: Inscribing Meaning beyond Otherness"
82,['GREG CARR'],3,1,[],0,"Translation, Recovery, and “Ethnic” Archives of Africana: Inscribing Meaning beyond Otherness"
